nutrition_simplified
name,protein,fat,carbs,Macro
puffy omelette/omlet,8.82,16.84,0.08,fat
orange omelette/omlet,8.93,16.84,1.68,fat
cheese and mushroom omelette/omlet,9.69,17.82,1.68,fat
spanish omelette/omlet,8.25,11.44,5.1,fat
mixed stock,2.06,1.71,0.33,protein
meat stock,2.1,1.78,0.0,protein
white stock,0.07,0.56,0.4,fat
meat consomme (with mutton),14.86,13.68,0.51,protein
consomme au julienne,12.49,10.66,1.49,protein
consomme au vermicelli,15.23,12.98,1.3,protein
green pea soup (matar ka soup),11.06,12.9,3.63,fat
spinach soup (palak ka soup),10.54,14.26,3.03,fat
mixed vegetable soup,8.22,11.66,2.95,fat
cheese soup,12.39,17.07,1.87,fat
mulligatawny soup,11.26,13.28,8.24,fat
cream of carrot soup,8.27,12.35,5.69,fat
cream of broccoli soup,8.97,12.75,3.72,fat
cream of potato soup,8.1,12.05,6.14,fat
almond soup (badam ka soup),10.13,13.8,3.68,fat
cold cucumber cream soup,0.34,0.34,1.76,carbs
cold tomato soup,0.11,1.56,0.59,fat
chicken stew,7.19,8.91,4.44,fat
veg paneer stew,6.98,8.41,10.22,carbs
onion-green chilli parantha/paratha (pyaaz aur hari mirch ka parantha/paratha),4.37,7.27,26.37,carbs
methi parantha/paratha,4.27,4.34,22.19,carbs
bathua poori,2.35,59.14,13.85,fat
gram flour poori (besan poori),2.59,71.51,10.93,fat
beetroot poori (chukandar ki poori),1.91,52.18,12.29,fat
peas poori (matar ki poori),3.04,57.69,14.92,fat
peas kachori (matar kachori),3.21,57.51,13.25,fat
pizza,6.85,8.72,9.94,carbs
bacon and mushroom pancake,6.82,10.6,8.47,fat
cheese and tomato pancake,5.15,9.28,10.66,carbs
minced meat pancake (with chicken),12.01,10.48,8.18,protein
eggplant/brinjal rice (vangi bhat),5.28,3.67,31.74,carbs
kashmiri 'tahar',1.95,1.37,19.11,carbs
cumin pulao (jeera/zeera pulao),2.47,3.2,23.61,carbs
peas pulao (matar pulao),3.89,1.9,18.42,carbs
split bengal gram dal and vegetable pulao (channa dal and vegetable pulao),3.6,2.3,19.72,carbs
black channa pulao/ bengal gram pulao (kale chane ka pulao),3.44,2.58,21.55,carbs
mutton pulao,6.52,10.78,11.26,carbs
chicken pulao,6.07,8.48,11.17,carbs
mexican rice,4.62,4.88,14.21,carbs
plain khitchdi (plain khichri/khichdi),1.72,1.01,10.04,carbs
instant idli (with semolina),9.16,3.61,43.4,carbs
plain dosa,10.34,8.43,64.08,carbs
masala dosa mixed vegetable fillings,4.84,3.26,23.02,carbs
masala dosa paneer fillings,10.31,8.84,29.76,carbs
uttapam,6.18,9.03,36.28,carbs
appam,3.12,22.63,13.28,fat
beans and macaroni,4.58,7.01,14.24,carbs
spaghetti bolognese,9.35,9.51,10.04,carbs
meat and macaroni casserole,9.15,10.17,16.12,carbs
spaghetti with meat balls and tomato sauce,5.61,10.64,10.46,fat
spaghetti with paneer balls and tomato sauce,3.95,10.44,12.72,carbs
lasagne with meat sauce,2.9,3.43,5.38,carbs
lasagne with vegetables,1.71,2.16,5.9,carbs
home made egg noodles,6.55,4.37,42.92,carbs
sour lentils (khatti dal),2.22,0.12,6.04,carbs
urad special dehusked,3.14,2.17,8.86,carbs
arhar with spinach (arhar dal aur palak),2.05,2.76,4.77,carbs
moong dal with vadi,0.4,2.05,1.0,fat
rasam with tamarind (puli rasam/ chintapandu rasam/ charu/saaru),1.13,0.88,3.37,carbs
rasam with lemon (nimmakaya rasam/nimmakaya charu/elumichai rasam/nimbe hannina saaru),1.11,0.87,2.85,carbs
green gram whole with baghar (sabut moong dal with tadka),3.23,2.48,6.8,carbs
urad sabut special,2.33,5.46,5.03,fat
kabuli channa curry,2.92,3.06,7.63,carbs
besan gatte curry,7.75,10.72,16.26,carbs
dry masala chops,9.08,9.54,3.3,fat
mutton korma,7.09,8.54,2.53,fat
shahi keema kofta curry,4.14,43.83,1.73,fat
minced meat ball curry,6.82,7.85,2.86,fat
boti kebab,9.22,9.27,3.06,fat
mutton seekh kebab,11.25,8.43,3.11,protein
indian lamb and egg curry (nargisi kofta),3.84,34.7,2.07,fat
soya chunks sweet and sour (nutrinugget sweet and sour),2.85,55.99,3.27,fat
soya chunks korma (nutrinugget korma),3.86,9.5,7.67,fat
mushroom matar,2.79,4.11,5.33,carbs
soya chunks and peas (nutrinugget matar),3.03,5.11,5.82,carbs
vegetable yakhni,1.18,43.8,1.94,fat
spinach mushroom (palak mushroom),1.94,2.96,2.95,fat
vegetarian nargisi kofta curry,2.29,32.94,6.58,fat
roast chicken,20.49,13.06,0.1,protein
shahi chicken masala,9.82,12.02,4.07,fat
tomato chicken,10.57,6.71,2.13,protein
creamy chicken,13.52,9.57,3.13,protein
broccoli chicken ala king,7.97,7.57,5.34,protein
ginger chicken,8.24,8.24,5.6,protein
chicken sweet and sour,6.92,47.59,2.67,fat
chicken korma,9.83,9.67,5.43,protein
bengal fish curry (bengali machli curry),7.26,7.03,4.42,protein
fish finger,5.66,55.82,4.47,fat
fish in coconut milk (nariyal ke doodh ke saath machli),8.66,4.43,2.73,protein
prawn curry (with coconut) (jhinga curry),8.54,6.93,3.1,protein
baked stuffed fish,16.14,5.43,2.12,protein
fish pie,9.25,5.77,7.74,protein
crispy baked fish,10.95,6.41,9.59,protein
fish souffle,10.51,8.55,5.14,protein
potato curry (aloo ki sabzi),1.52,4.47,10.42,carbs
egg curry (anda curry),5.38,8.81,4.03,fat
vegetable curry with coconut,2.77,4.66,7.19,carbs
curd with potatoes (dahi aloo),1.56,2.72,7.15,carbs
potato kofta curry (aloo kofta curry),0.56,49.08,2.78,fat
yam kofta curry (zimikand/suran kofta curry),0.71,33.84,3.75,fat
jackfruit kofta curry (kathal ka kofta curry),0.8,33.83,3.17,fat
spinach and potato (palak aloo),1.63,2.82,5.91,carbs
mooli bhujia,1.69,7.25,4.74,fat
bathua bhujia,2.26,7.29,3.63,fat
cabbage rolls (dry) ((pattagobhi rolls) (dry)),8.21,9.36,6.09,fat
cabbage rolls (curry) ((pattagobhi rolls)(curry)),5.76,8.17,7.03,fat
dry arbi (sookhi arbi),2.12,8.97,11.11,carbs
masala arbi,3.01,11.9,16.16,carbs
peas brinjal bhartha (matar baingan bhartha),2.05,6.05,5.02,fat
okra/lady's fingers fry (bhindi sabzi/sabji/subji),1.83,9.27,4.5,fat
crispy okra/crispy lady's fingers (karare bhindi),1.91,70.4,4.35,fat
beans foogath,2.03,9.22,3.26,fat
stuffed bittergourd (wet) (bharwa karele),1.36,15.24,4.68,fat
jackfruit/kathal (dry),0.93,51.78,4.56,fat
yam fried (zimikand/suran fried),0.79,51.79,5.47,fat
"cauliflower, pea and potato bhujia (phoolgobhi, matar aur aloo bhujia)",2.75,5.54,8.23,carbs
vegetable jalfrezi,1.4,4.38,5.43,carbs
vegetables stir fry,1.04,1.47,3.19,carbs
broccoli delight,2.49,2.48,2.34,protein
dhansak (vegetarian),3.32,4.18,7.28,carbs
cauliflower basket,5.21,5.88,3.97,fat
stuffed bottle gourd (stuffed ghiya/lauki),5.84,5.8,4.36,protein
ducheese potato,3.6,9.01,10.94,carbs
roast potatoes,1.53,2.35,14.52,carbs
stuffed baked potatoes,3.82,4.39,11.03,carbs
potato nests,5.71,4.77,11.05,carbs
parsley potato,1.49,6.28,13.81,carbs
creamed spinach and mushroom,2.28,44.14,3.17,fat
fricassee of mushroom,3.65,6.63,8.13,carbs
cauliflower au gratin,4.45,10.2,9.13,fat
vegetable and cheese pie,4.03,8.28,8.76,carbs
spinach souffle,7.36,10.52,6.27,fat
beetroot and egg salad (chukandar aur ande ka salad),3.36,6.45,3.4,fat
sour cream potato salad,2.89,8.13,9.05,carbs
tossed green salad,1.33,3.24,3.82,carbs
spring basket salad,3.36,11.3,11.61,carbs
cucumber and yogurt salad (kheere aur dahi ka salad),2.09,0.93,4.72,carbs
chicken and tomato towers,6.9,6.99,2.36,fat
jellied sunshine fruit salad,5.85,0.85,4.21,protein
tomato aspic,6.87,0.26,5.02,protein
frozen frosty fruit salad (phalon ka salaad),1.68,4.17,15.61,carbs
french dressing,0.32,79.65,3.68,fat
mayonnaise without eggs,2.13,33.84,3.98,fat
curd dressing,5.59,2.9,8.03,carbs
carrot raita (gajar ka raita),4.14,2.19,7.19,carbs
pumpkin raita (kaddu ka raita),3.74,1.88,6.02,carbs
mint and peanut raita (pudinay aur moongfali ka raita),7.05,6.19,7.31,carbs
spinach raita (palak ka raita),3.95,1.86,5.06,carbs
bathua raita,4.13,1.76,5.31,carbs
pineapple raita (ananas ka raita),3.9,2.02,8.62,carbs
banana raita (kele ka raita),4.13,2.07,13.51,carbs
mango raita (aam ka raita),3.9,2.14,8.23,carbs
guava raita (amarood ka raita),4.19,2.07,7.27,carbs
grapes raita (angoor ka raita),3.98,2.07,9.66,carbs
bottle gourd kheer (ghiya/lauki kheer),2.7,3.86,10.0,carbs
pumpkin kheer (kaddu ki kheer),2.76,3.86,10.44,carbs
apple kheer (seb ki kheer),2.14,3.18,11.34,carbs
caramel custard (baked),5.11,5.01,14.95,carbs
vanilla ice cream without egg,2.69,18.15,14.21,fat
vanilla ice cream with egg,4.16,17.02,11.71,fat
strawberry ice cream,4.15,16.96,12.26,fat
chocochip ice cream,4.23,17.93,16.75,fat
choconut ice cream,5.04,18.49,23.13,carbs
pear chocholate sunday,2.08,13.11,15.02,carbs
chocolate sauce,1.91,10.39,43.21,carbs
coffee ice cream,3.15,9.43,14.09,carbs
coffee pear alaska,2.88,13.22,19.36,carbs
crunchy butterscotch,3.11,20.99,19.92,fat
peach melba ice cream,2.06,14.51,16.31,carbs
vanilla ice cream with apples in hot cherry sauce,1.73,11.45,22.75,carbs
grape and orange whip,1.41,2.62,6.72,carbs
honey banana cream,2.78,6.68,13.64,carbs
raspberry bavarian cream,3.34,7.88,17.82,carbs
fruit delight,2.09,7.09,9.11,carbs
creamy chocolate mousse,6.85,18.16,9.53,fat
cold lemon souffle,5.89,9.78,15.62,carbs
cold orange souffle,5.94,9.82,16.27,carbs
cold pineapple souffle,6.23,10.39,16.85,carbs
cold vanilla souffle,6.22,10.32,16.29,carbs
cold chocolate souffle,6.37,10.86,17.22,carbs
stewed fruit (with pear),0.25,0.32,18.22,carbs
apricot fool,1.54,11.35,33.64,carbs
pavlova,1.84,12.29,21.84,carbs
apple crumb pudding,1.54,8.87,35.17,carbs
steamed cake with chocolate sauce,4.49,19.01,29.06,carbs
hot lemon souffle,5.29,7.93,16.31,carbs
gulab jamun with milk powder,0.85,40.15,28.24,fat
chum chum,1.52,1.92,28.27,carbs
dil bahar,1.52,1.92,28.27,carbs
rasbhari,1.52,1.92,28.27,carbs
rajbogh,1.71,2.28,28.16,carbs
rasgulla,1.38,1.75,25.79,carbs
rasmalai,1.61,2.11,29.17,carbs
khoa coconut burfi,9.98,26.01,36.55,carbs
danedar burfi,3.24,4.72,12.33,carbs
semolina burfi (suji/rava burfi),3.47,16.86,47.1,carbs
pumpkin coconut burfi (kaddu aur nariyal ki burfi),1.75,12.66,17.02,carbs
khoa ladoo,12.21,24.09,34.43,carbs
wheat and gram flour ladoo (atta besan ladoo),9.38,29.86,50.5,carbs
semolina ladoo with nuts (suji/rava ladoo with nuts),5.44,25.45,48.02,carbs
sesame chickpeas brittle (til aur channe ki chikki),8.5,4.66,50.49,carbs
murmura chikki,2.12,0.32,59.59,carbs
masala onion pakora/pakoda (pyaaz ke pakode),2.05,57.61,6.48,fat
masala green chilli pakora/pakoda (hari mirch kay pakode),2.22,71.01,5.55,fat
chicken pakora/pakoda,6.03,60.98,4.55,fat
fish pakora/pakoda,5.97,59.52,4.55,fat
paneer cutlet,4.59,69.38,7.62,fat
sago cutlet/vadas (sabudana cutlet/vadas),0.56,56.97,11.23,fat
poshtik cutlet,2.0,50.94,7.39,fat
egg cutlet (anda cutlet),2.45,60.25,5.77,fat
minced meat cutlet,5.1,54.47,5.61,fat
vegetable samosa,2.21,42.22,13.22,fat
plain urad dal vada (uzunne vada/minapa garelu/ulundu vadai/medu vada),4.39,76.32,9.7,fat
masala urad dal vada,4.32,71.62,9.93,fat
khaman (dhokla),1.92,2.8,5.36,carbs
instant dhokla,7.66,9.37,24.11,carbs
tomato ginger chutney (tamatar adarak ki chutney),1.05,0.32,9.11,carbs
mint tomato chutney (pudinay aur tamatar ki chutney),1.53,0.36,8.22,carbs
coriander chutney (hare dhaniye ki chutney),1.38,0.37,8.16,carbs
gooseberry chutney (amla chutney),1.44,0.62,8.83,carbs
walnut chutney (akhrot ki chutney),9.44,33.46,8.91,fat
saunth/sonth chutney with ginger,0.28,0.11,20.62,carbs
gun powder chutney,21.55,2.67,47.65,carbs
dessicated coconut chutney (sookhe kase nariyal ki chutney),12.88,15.88,36.72,carbs
curd mint dip,4.82,2.44,9.11,carbs
curd vegetable dip,3.88,1.94,6.04,carbs
mayonnaise vegetable dip,3.01,23.44,4.8,fat
tomato and cucumber sandwich (tamatar aur kheere ka sandwich),4.03,6.31,20.51,carbs
tomato sandwich (grilled),6.26,9.39,21.29,carbs
french sandwich (toasted),6.82,11.51,14.82,carbs
peanut butter cucumber sandwich,9.04,10.56,29.76,carbs
mint and peanut sandwich,7.18,13.88,31.83,carbs
spicy chutney sandwich,8.74,9.58,34.03,carbs
chicken walnut sandwich (chicken aur akhrot ke sandwich),12.58,16.77,22.62,carbs
rolled sandwich,6.45,15.29,34.69,carbs
ribbon sandwich,6.26,13.37,24.76,carbs
checker board sandwich,7.37,24.65,25.94,carbs
submarine sandwich,6.09,15.32,13.6,fat
cheese open sandwich,9.84,14.24,28.42,carbs
sunset and sunrise open sandwich,8.58,15.14,18.89,carbs
danish luncheon sandwich,9.03,10.1,17.77,carbs
chicken and corn open sandwich,8.63,8.83,19.21,carbs
chocolate sponge cake,9.13,5.51,39.54,carbs
chocolate swiss roll,6.01,19.76,26.97,carbs
lemon curd filling,3.43,12.58,26.41,carbs
jam filling,0.0,0.0,46.15,carbs
chocolate pastry,7.05,10.12,32.24,carbs
assorted pastry,6.78,8.91,31.99,carbs
orange gateau,4.78,6.02,27.01,carbs
black forest gateau,5.94,8.58,30.57,carbs
lemon cake,5.29,20.63,43.1,carbs
dundee cake,7.78,22.7,41.4,carbs
victorian sandwich cake,5.18,19.83,44.74,carbs
chocolate eggless cake,6.66,13.19,43.45,carbs
orange eggless cake,7.16,13.82,52.65,carbs
chocolate glace icing,3.22,20.8,62.43,carbs
butter icing,0.19,25.37,71.64,carbs
chocolate butter icing,3.21,24.77,61.72,carbs
almond biscuit (badam ke biscuit),6.25,19.7,52.14,carbs
orange biscuit,3.63,11.01,62.11,carbs
gingerman biscuit,6.26,12.73,55.24,carbs
coffee drops,7.57,27.16,43.06,carbs
christmas biscuit,5.67,15.88,60.97,carbs
christmas wreath biscuit,5.43,15.01,58.07,carbs
christmas bell biscuit,5.66,15.84,60.79,carbs
christmas star biscuit,3.54,10.04,74.54,carbs
christmas tree biscuit,5.43,15.0,58.41,carbs
chocolate cream shells,5.1,19.34,59.26,carbs
jelly biscuit,4.23,19.33,55.24,carbs
cherry and walnut cookies,5.63,18.75,59.35,carbs
cheese straws,9.83,24.28,30.61,carbs
butterfly biscuit,9.98,22.11,25.33,carbs
flan pastry,6.72,25.04,47.84,carbs
fruit flan,3.3,12.48,34.71,carbs
orange cream flan,4.73,13.59,36.16,carbs
fruit puree tart,3.35,16.83,30.42,carbs
apple banana pie,3.13,11.39,32.12,carbs
lemon chiffon pie,4.88,14.52,27.63,carbs
orange chiffon pie,3.89,11.16,23.14,carbs
cream buns,4.45,15.81,14.16,fat
savoury puffs,9.51,15.24,10.8,fat
choux swans,4.35,15.6,14.92,fat
potato aigrettes,2.35,54.24,8.01,fat
cream horns,3.42,33.55,23.12,fat
savoury cheese horns,5.66,20.71,21.38,carbs
paneer patties,7.6,23.96,22.79,fat
vegetable patties,4.01,17.74,20.98,carbs
pearl millet infant food (bajra shishu aahaar),11.98,6.62,62.1,carbs
sajina,10.81,3.03,66.87,carbs
cereal mix,3.32,2.02,21.84,carbs
pulse mix,3.16,0.54,16.0,carbs
shishu ahar,2.61,1.43,17.42,carbs
cereal pulse mix with amylase rice flour,4.27,2.74,27.8,carbs
banana groundnut paste/puree,4.27,5.45,36.15,carbs
rice dal porridge (chawal dal ki khichdi/khichri),10.8,8.33,65.04,carbs
lentils and semolina porridge (dal suji porridge/daliya),3.26,1.06,23.19,carbs
spinach khichri (palak khichri/khichdi),3.43,1.91,17.35,carbs
vegetable mix,4.7,0.94,36.02,carbs
lentils and wheat porridge (dal wheat porridge/daliya ),2.71,0.94,8.36,carbs
maize porridge,2.14,1.89,15.64,carbs
spinach peanut burfi (palak aur mungfali ki burfi),3.36,4.39,13.59,carbs
split bengal gram burfi/fudge (channa dal burfi),4.65,7.09,54.63,carbs
chickpea flour cookies (sweet besan rounds/cookies),4.29,3.42,39.64,carbs
pearl millet mathri (bajra mathri),1.82,83.12,7.42,fat
sesame biscuit (til ke biscuit),8.27,19.34,53.65,carbs
fermented bengal gram vada (khameerikrit/ufna hua channa dal ka vada),4.05,67.19,8.68,fat
poshtik namak paras,6.49,56.58,19.52,fat
soya chikki,7.18,15.51,62.89,carbs
besan bathua chilla/cheela,11.48,18.57,40.65,carbs
wheat flour and nuts ladoos (atta nuts ladoos),9.46,19.19,44.31,carbs
gram flour and semolina dhokla (besan suji dhokla),8.52,7.1,25.92,carbs
atta dal burfi,6.66,12.47,40.64,carbs
soya roti,9.18,9.23,40.03,carbs
poshtik khichdi/khichri,3.04,1.88,15.64,carbs
namkeen daliya,8.29,7.99,49.32,carbs
sprouts upma,9.5,10.44,44.96,carbs
semolina idli (suji/rava idli),9.34,3.47,33.67,carbs
poshtik chilla/cheela,4.85,3.04,27.47,carbs
stuffed bittergourd (dry) (bharwa karela),1.29,22.38,2.49,fat
cauliflower potato canjee,0.57,0.39,2.63,carbs
creamed spinach,5.18,6.39,4.44,fat
mango milkshake with ice cream (aam milkshake ice cream ke saath),1.93,2.8,9.18,carbs
pineapple milkshake with ice cream (ananas milkshake ice cream ke saath),1.93,2.75,9.33,carbs
orange milkshake with ice cream (narangi milkshake ice cream ke saath),1.95,2.75,9.15,carbs
woodapple juice (bel ka sharbat),0.63,0.7,6.51,carbs
sattu drink,0.56,0.14,5.16,carbs
apple and honey sorbet (seb aur shehad ka sharbat),0.15,0.29,30.74,carbs
thandai,3.59,5.89,9.13,carbs
cucumber sharbat (kheere ka sharbat),0.26,0.06,6.64,carbs
apple oats chia seed smoothie,3.49,2.48,13.07,carbs
nannari sharbat,0.01,0.01,23.62,carbs
semolina milk drink (thari kanji),0.98,1.36,6.93,carbs
saffron milk (kesariya doodh),3.17,4.57,12.64,carbs
black rice kheer (chak-hao kheer),4.37,4.91,22.93,carbs
coconut kheer (nariyal ki kheer),3.4,10.55,14.42,carbs
apple sago payasam (seb aur sabudana ki kheer),3.13,7.66,14.4,carbs
kesari bath,2.4,12.59,31.38,carbs
putharekulu,3.66,7.55,59.61,carbs
mango malpua,1.65,30.67,12.84,fat
mango vanilla custard,3.43,7.04,18.41,carbs
kiwi granola pudding,5.6,15.36,32.33,carbs
oats burfi,8.89,17.27,62.47,carbs
lotus seed halwa (kamal gattay ka halwa),7.79,20.69,39.56,carbs
amaranth ladoo (rajgira ladoo),10.12,22.7,51.33,carbs
chhena poda,13.68,17.94,33.64,carbs
sweet couscous dessert,3.81,7.69,29.69,carbs
sweetened yogurt (shrikhand),5.27,2.89,16.02,carbs
thickened sweetened milk (rabri),3.52,5.35,10.55,carbs
gram flour halwa (besan halwa),5.88,17.3,25.78,carbs
prawn sandwich,10.36,9.27,11.89,carbs
watercress sandwich,5.17,11.47,28.03,carbs
fish sandwich,4.72,10.37,10.09,fat
kidney bean sandwich with cottage cheese,9.85,6.84,18.86,carbs
finger millet biscuit (ragi biscuit),4.03,25.79,52.69,carbs
buttermilk biscuit,5.76,17.5,34.93,carbs
lemon cookies,5.63,23.02,42.19,carbs
sweet potato biscuit (shakarkand ke biscuit),5.14,13.31,38.13,carbs
raspberry shortbread cookies,3.0,21.25,61.25,carbs
pumpkin cookies,2.51,3.93,44.69,carbs
greenpea cookies,6.53,4.24,23.07,carbs
sunflower cookies,9.49,36.28,40.06,carbs
cardamom cookies (elaichi cookies),5.1,19.12,53.99,carbs
hazelnut cookies,6.25,34.97,39.44,carbs
milk cookies,10.49,24.96,48.43,carbs
cranberry cookies,3.92,12.66,36.39,carbs
olive biscuit,3.2,23.75,55.01,carbs
tutti fruitti biscuit,5.21,17.9,53.12,carbs
peach blueberry preserves,0.53,0.2,45.76,carbs
pear preserves (naashpati ka murabba),0.25,0.19,25.67,carbs
starfruit preserves,0.24,0.12,33.62,carbs
gooseberry pickle (amla ka achaar),1.55,27.61,7.61,fat
lotus stem pickle (kamal kakdi ka achar),1.44,1.6,20.07,carbs
date pickle (khajoor ka achaar),1.68,4.21,34.66,carbs
garlic pickle (lahasun ka achar),3.72,39.88,9.75,fat
fermented bamboo shoot pickle (mesu pickle),1.58,5.59,1.73,fat
sweet peach pickle (aadoo ka achaar),0.46,0.2,37.01,carbs
pickled mustard greens,1.51,0.22,1.05,protein
small onion pickle,1.65,0.64,2.76,carbs
green tomato pickle (haray tamatar ka achaar),1.23,19.67,2.87,fat
pickled cabbage,0.39,0.14,2.56,carbs
coconut pickle (nariyal ka aachar),3.02,51.71,11.53,fat
potato pickle (aloo ka achaar),2.07,36.46,7.87,fat
mango murabba candy,0.27,0.05,77.32,carbs
afghani chicken,15.66,9.07,1.95,protein
fish orly,5.87,58.18,4.27,fat
hariyali fish tikka,14.01,9.41,2.21,protein
chicken manchurian,9.53,11.96,6.06,fat
handi chicken,12.32,12.46,1.49,fat
lemon chicken,20.2,9.66,0.55,protein
lemon butter fish,16.38,10.26,0.75,protein
baked eggs in tomato sauce,4.92,5.22,3.78,fat
egg in a pepper,12.64,8.68,0.17,protein
spinach mushroom scrambled egg (palak mushroom bhurji),13.28,11.51,0.59,protein
corn omelette/omlet,11.37,12.89,1.57,fat
cajun chicken,12.69,13.99,1.94,fat
paaner do pyaza,4.22,10.87,3.41,fat
cabbage manchurian (pattagobhi manchurian),0.64,22.48,4.85,fat
gobi 65,0.56,29.11,3.59,fat
paneer lababdar,3.98,8.46,3.37,fat
roasted cauliflower steak,2.05,6.7,2.02,fat
sauteed radishes with green beans,2.41,6.61,6.04,fat
garlic chutney/poondu chutney (lahasun ki chutney),3.34,17.55,20.44,carbs
schezwan chutney,3.33,17.72,10.79,fat
onion chutney (pyaaz ki chutney/vengaya chutney),2.97,8.38,13.52,carbs
dates chutney (khajoor ki chutney),1.07,1.12,21.69,carbs
chicken salad,15.33,30.26,1.3,fat
macaroni salad,5.02,17.78,21.63,carbs
cabbage raita (pattagobhi raita),3.24,5.76,5.25,fat
pomegranate raita (anaar ka raita),4.05,3.24,7.15,carbs
onion raita (pyaaz ka raita),4.86,2.43,7.86,carbs
green chilli raita (hari mirch ka raita),5.58,2.92,7.66,carbs
kale salad,4.86,15.33,5.01,fat
spinach and paneer souffle,7.56,13.49,9.64,fat
masala souffle,6.38,7.37,8.02,carbs
chicken and cheese souffle,9.07,14.74,3.47,fat
tamarind chutney (chintapandu pachadi/puli chutney),0.88,0.48,25.07,carbs
pav bhaji masala,9.13,10.96,29.15,carbs
green chutney,5.42,1.6,10.01,carbs
sago khitchdi/khichri (sabudana khitchdi/khichri),2.72,10.1,22.41,carbs
gram flour chilla/cheela (besan chilla/cheela),7.8,2.85,21.03,carbs
vegetable namkeen jave,2.93,2.51,18.98,carbs
khakhra,4.78,5.32,27.66,carbs
moong bean dosa (pesarattu),12.32,11.67,31.91,carbs
methi thepla,8.98,15.95,41.34,carbs
rice puttu (ari puttu),1.26,3.13,11.82,carbs
buckwheat pancake (khura),2.91,16.43,27.28,carbs
quinoa khichdi/khichri,3.18,1.59,8.83,carbs
khakhra chaat,4.52,30.65,16.64,fat
banana appam,1.17,42.53,20.06,fat
veg manchurian,0.89,61.65,6.82,fat
pav bhaji,2.66,4.32,11.99,carbs
rice murukku,5.41,48.22,33.29,fat
bhel puri,3.52,47.91,16.47,fat
semolina dhokla (suji/rava dhokla),5.44,5.2,30.86,carbs
spicy corn chaat,4.61,46.55,11.45,fat
jackfruit fritters (ponsa mulik/kathal ka pakora),2.34,54.41,24.0,fat
banana chips (kele ke chips),0.37,70.46,7.32,fat
wheat cake,4.79,14.95,41.13,carbs
mango cheesecake,2.39,7.3,20.06,carbs
carrot cake (gajar ka cake),5.6,10.27,35.98,carbs
semolina cake (suji/rava cake),6.58,25.18,31.32,carbs
finger millet cake (ragi cake),3.96,12.27,38.93,carbs
honey cake,3.08,14.7,49.04,carbs
almond cardamom cake (badam elaichi cake),7.18,21.36,34.53,carbs
tutti frutti cake,4.49,12.68,52.94,carbs
ham and bean soup,10.61,4.15,4.18,protein
whey soup,3.45,3.34,6.26,carbs
bottle gourd soup (ghiya/lauki soup),0.45,1.79,1.16,fat
baked potato soup,5.73,11.21,5.85,fat
pumpkin soup,0.47,3.2,2.08,fat
sweet corn soup,0.99,1.63,3.56,carbs
paneer soup,3.22,2.8,2.42,protein
curried cauliflower soup,6.72,9.77,3.12,fat
millet soup,11.26,12.57,8.22,fat
lemon coriander soup,2.27,6.26,10.32,carbs
garlic soup,2.38,17.62,6.99,fat
dal makhani,3.32,3.06,7.96,carbs
dalma,4.91,4.58,15.04,carbs
split bengal gram dal (channa dal),4.15,4.62,9.99,carbs
horsegram dal (kulthi dal),2.91,1.13,8.21,carbs
panchmel dal,4.63,5.36,10.71,carbs
dal dhokli,2.96,2.47,8.55,carbs
gujarati handvo,8.24,4.8,31.86,carbs
sev (omapodi/karapusa),5.12,60.08,12.87,fat
papdi,1.83,72.11,12.89,fat
jowar dosa,8.5,10.28,40.53,carbs
bread roll,2.85,40.25,16.12,fat
soya seekh kebab,5.4,5.88,10.0,carbs
classic seasoned black beans,8.01,8.28,7.66,fat
maa chaane ki dal,19.8,9.5,43.11,carbs
garlic chickpea soup (lahasun aur chane ka shoraba),4.45,2.01,13.92,carbs
white sauce (thin),3.31,8.41,6.58,fat
white sauce (medium),3.36,11.76,7.98,fat
white sauce (thick),3.43,17.19,10.24,fat
cheese sauce,7.68,15.12,7.08,fat
egg sauce,5.97,11.08,5.88,fat
mushroom sauce,3.39,10.51,7.31,fat
mustard sauce,3.98,12.17,8.29,fat
brown sauce,11.92,23.67,5.38,fat
classic italian pasta,0.57,2.45,4.4,carbs
pasta spinach sauce,1.76,7.9,1.76,fat
pasta cheese sauce,4.33,10.84,9.0,fat
mayonnaise,1.86,84.52,1.65,fat
low calorie quick mayonnaise,1.41,24.35,4.71,fat
thousand island dressing,1.37,42.87,4.49,fat
curd dip,5.04,3.36,7.95,carbs
short crust pastry,6.11,23.98,44.72,carbs
choux pastry,5.55,14.96,16.2,carbs
flaky pastry,4.69,31.99,33.61,carbs
sponge cake,9.18,4.74,44.63,carbs
glace icing,0.01,0.01,86.31,carbs
royal icing,1.74,0.02,86.53,carbs
american frosting,1.05,0.01,67.48,carbs
gum icing,5.94,0.0,53.19,carbs
channa murmura premix,10.59,3.28,72.59,carbs
cracked wheat and green gram dal premix (dalia moong dal premix),15.89,5.11,64.75,carbs
rice flakes and roasted channa,10.57,2.94,71.94,carbs
spinach soup in milk,2.89,3.2,3.98,carbs
vegetable soup,2.22,1.55,7.6,carbs
mashed banana with milk,2.51,2.99,14.62,carbs
poha with curd (poha aur dahi),6.01,4.65,26.72,carbs
potato with curd,3.19,1.33,12.01,carbs
sweet wheat porridge (sweet dalia),5.11,2.79,23.77,carbs
vegetable khichdi/khichri,5.61,4.53,19.57,carbs
moong dal mixture,4.62,1.0,33.93,carbs
