nutrition_simplified
name,protein,fat,carbs,Macro
mushroom barley soup,4.6,5.5,29.3,carbs
gazpacho soup,10.7,0.4,6.6,protein
beef mushroom soup,14.0,7.3,15.9,carbs
chicken rice soup,12.3,3.2,13.0,carbs
pepperpot soup,6.2,4.5,9.1,carbs
vegetable soup,4.3,4.0,24.6,carbs
chili beef soup,13.4,6.7,49.6,carbs
chicken soup,12.4,6.5,16.9,carbs
bean with frankfurters soup,10.0,7.0,22.0,carbs
pea soup,8.3,2.8,25.6,carbs
turkey soup,10.2,4.4,14.1,carbs
stockpot soup,9.8,7.8,23.1,carbs
hot sour soup,6.0,2.8,10.1,carbs
cheese soup,2.0,9.7,28.0,carbs
cream of potato soup,3.8,4.7,32.2,carbs
bean with bacon soup,5.5,2.1,16.4,carbs
fish stock,5.3,1.9,0.0,protein
split pea soup with ham,20.7,8.9,56.2,carbs
beef broth soup,2.7,0.5,0.01,protein
lentil soup with ham,9.3,2.8,20.2,carbs
tomato soup,2.2,0.7,22.5,carbs
fish broth,4.9,1.5,1.0,protein
chili without beans canned,18.1,17.0,14.6,protein
minestrone soup,8.6,5.0,22.6,carbs
clam chowder soup,4.4,4.4,24.5,carbs
tomato vegetable soup,1.9,0.8,9.9,carbs
cream of rice coup,2.2,0.2,28.1,carbs
cream of celery soup,3.3,11.2,17.7,carbs
chicken gravy,4.6,13.6,12.9,fat
tomato rice soup,4.2,5.5,44.1,carbs
vegetable beef soup,18.1,2.0,9.6,protein
tomato beef noodle soup,8.9,8.6,42.3,carbs
oyster stew soup,4.2,7.7,8.2,carbs
ramen noodle soup dry,8.9,13.3,53.9,carbs
chicken noodle soup,7.2,4.7,18.4,carbs
chicken bouillon dry,0.7,0.6,0.7,protein
cream of asparagus soup,4.6,8.2,21.5,carbs
turkey noodle soup,7.8,4.0,17.3,carbs
cream of shrimp soup,5.6,10.4,16.5,carbs
bean with pork soup,15.3,11.5,44.1,carbs
chicken broth,1.0,0.5,1.0,protein
beef broth powder,0.6,0.3,0.6,protein
split pea soup,9.7,2.3,29.9,carbs
escarole soup,3.4,4.0,4.0,fat
chicken stock,6.0,2.9,8.5,carbs
tomato bisque soup,4.5,5.0,47.7,carbs
shark fin soup,6.9,4.3,8.2,carbs
onion soup,7.5,3.5,16.4,carbs
chicken gumbo soup,5.3,2.9,16.8,carbs
crab soup,10.4,0.8,12.5,carbs
tripe soup,17.2,5.2,8.1,protein
little india little lunch,0.0,10.6,2.0,fat
original chicken sandwich chick fil a,0.0,5.1,0.0,fat
sausage mcmuffin mcdonalds,14.6,24.2,28.2,carbs
sausage mcgriddles mcdonalds,11.4,24.0,42.2,carbs
crispy chicken drumstick kentucky fried chicken,10.6,3.0,0.0,protein
chicken crispy drumsticks kentucky fried chicken,11.8,10.1,4.5,protein
biscuit kentucky fried chicken,3.8,9.1,22.1,carbs
english muffin mcdonalds,5.7,2.3,2.9,protein
french fries mcdonalds,4.0,18.1,49.8,carbs
hotdog,16.4,23.0,28.5,carbs
french fries burger king,2.4,9.2,28.6,carbs
original taco with beef cheese lettuce taco bell,6.1,8.8,13.7,carbs
hotdog with chili,13.5,13.4,31.3,carbs
chicken crispy wings kentucky fried chicken,9.2,10.1,5.1,fat
egg white delight mcdonalds,0.0,16.0,0.0,fat
french toast sticks burger king,1.3,3.7,8.7,carbs
mcchicken mcdonalds,13.7,17.3,36.6,carbs
nachos supreme taco bell,14.8,26.6,45.0,carbs
crispy chicken wing kentucky fried chicken,12.6,5.3,1.3,protein
chicken strips burger king,6.6,5.5,7.4,carbs
crispy chicken breast kentucky fried chicken,38.2,6.7,0.4,protein
sausage biscuit mcdonalds,11.3,29.7,31.8,carbs
sausage burrito mcdonalds,13.0,17.1,24.2,carbs
onion rings fried,0.3,1.6,2.8,carbs
onion rings burger king,3.5,23.0,39.7,carbs
turkey patty fried,3.9,5.0,4.4,fat
hotcakes with syrup mcdonalds,9.0,17.8,101.8,carbs
crispy chicken thigh kentucky fried chicken,20.4,9.1,0.0,protein
corn dog,6.7,9.4,21.0,carbs
chicken box mcdonalds,0.2,4.0,5.5,carbs
potato wedges kentucky fried chicken,5.4,19.8,45.0,carbs
scrambled eggs mcdonalds,7.7,7.5,0.9,protein
egg mcmuffin mcdonalds,17.2,12.2,27.3,carbs
nachos taco bell,5.1,21.9,36.0,carbs
biscuit large mcdonalds,5.5,14.4,39.4,carbs
crispy chicken strips kentucky fried chicken,9.5,7.2,6.4,protein
hotcakes mcdonalds,3.0,2.9,19.0,carbs
chicken crispy breast kentucky fried chicken,29.7,23.2,11.9,protein
hotcakes sausage mcdonalds,15.5,34.9,102.4,carbs
chicken mcnuggets mcdonalds,2.5,3.2,2.4,fat
chips chipotle,0.2,7.1,2.1,fat
biscuit mcdonalds,4.7,12.2,33.3,carbs
rice bowl with chicken,1.6,0.4,6.4,carbs
spaghetti with meatballs,8.7,8.2,22.9,carbs
meat ravioli canned,8.9,8.9,36.0,carbs
cheese ravioli canned,6.0,3.5,33.0,carbs
premium crispy chicken ranch blt sandwich mcdonalds,35.3,22.9,59.8,carbs
steak sandwich,30.3,14.1,52.0,carbs
cheeseburger burger king,19.4,19.7,31.5,carbs
cheeseburger mcdonalds,15.4,14.0,33.1,carbs
double cheeseburger,37.0,36.9,41.0,carbs
double hamburger,52.1,58.6,51.4,fat
premium grilled chicken classic sandwich mcdonalds,28.3,8.6,44.6,carbs
big n tasty with cheese mcdonalds,27.2,36.0,39.7,carbs
premium grilled chicken club sandwich mcdonalds,38.3,18.0,44.3,carbs
quarter pounder mcdonalds,24.1,19.8,37.9,carbs
premium crispy chicken classic sandwich mcdonalds,27.8,20.0,58.6,carbs
veggie burger,11.0,4.4,10.0,protein
quarter pounder with cheese mcdonalds,29.0,28.3,39.7,carbs
beef sandwich steak raw,9.2,15.1,0.0,fat
cheeseburger,15.0,13.2,28.7,carbs
premium grilled chicken ranch blt sandwich mcdonalds,33.7,10.9,44.3,carbs
double whopper with cheese burger king,57.7,68.1,53.9,fat
big mac mcdonalds,25.9,32.8,44.0,carbs
sandwich with cold cuts,41.1,39.3,79.9,carbs
filet o fish mcdonalds,15.1,19.6,35.4,carbs
hand breaded chicken tenders carls jr,0.0,2.9,0.2,fat
grilled chicken sandwich wendys,0.0,8.0,0.0,fat
sandwich with roast beef,28.6,13.0,44.3,carbs
hamburger burger king,14.7,10.4,26.5,carbs
big n tasty mcdonalds,24.7,31.7,38.5,carbs
roast beef sandwich,22.6,15.3,33.1,carbs
roast beef sandwich with cheese,32.2,18.0,45.4,carbs
hamburger,12.9,9.9,28.7,carbs
premium fish sandwich burger king,22.6,27.4,58.7,carbs
whopper burger king,35.4,48.4,52.8,carbs
sandwich with tuna salad,29.7,28.0,55.4,carbs
original chicken sandwich burger king,24.2,29.2,52.2,carbs
double whopper burger king,52.1,58.6,51.4,fat
premium crispy chicken club sandwich mcdonalds,39.1,29.9,57.4,carbs
hamburger mcdonalds,12.3,9.6,28.8,carbs
pepperoni pizza dominos,12.7,12.6,36.0,carbs
sausage pizza,13.3,14.3,35.5,carbs
pepperoni pizza,13.0,13.2,35.5,carbs
pepperoni pizza pizza hut,12.3,10.9,30.3,carbs
cheese pizza pizza hut,11.5,10.5,30.0,carbs
cheese pizza,12.2,10.4,35.7,carbs
cheese pizza dominos,11.7,9.7,35.9,carbs
meat vegetable pizza,15.0,14.8,34.5,carbs
sucker raw,26.6,3.7,0.0,protein
northern pike raw,76.3,2.7,0.0,protein
haddock cooked,30.0,0.8,0.0,protein
burbot cooked,22.3,0.9,0.0,protein
pollock cooked,75.3,3.8,0.0,protein
rainbow smelt raw,5.0,0.7,0.0,protein
whitefish cooked,37.7,11.6,0.0,protein
walleye pike raw,30.4,1.9,0.0,protein
carp cooked,38.9,12.2,0.0,protein
wolffish cooked,53.4,7.3,0.0,protein
snapper cooked,44.7,2.9,0.0,protein
roe cooked,8.1,2.3,0.5,protein
anchovy raw,5.8,1.4,0.0,protein
herring raw,33.0,16.6,0.0,protein
cod raw,41.1,1.5,0.0,protein
tilapia raw,23.3,2.0,0.0,protein
whiting cooked,16.9,1.2,0.0,protein
skipjack tuna cooked,86.9,4.0,0.0,protein
salmon cooked,78.7,44.0,0.0,protein
chum salmon cooked,79.5,14.9,0.0,protein
american shad cooked,31.3,25.4,0.0,protein
shark cooked,5.3,3.9,1.8,protein
trout cooked,16.5,5.3,0.0,protein
swordfish raw,26.7,9.0,0.0,protein
rainbow trout cooked,16.9,5.2,0.0,protein
fish sandwich with cheese,15.1,19.6,35.4,carbs
jellyfish dried,3.2,0.8,0.0,protein
mullet raw,23.0,4.5,0.0,protein
halibut cooked,71.7,5.1,0.0,protein
lingcod raw,44.2,2.7,0.0,protein
orange roughy cooked,6.4,0.3,0.0,protein
cisco raw,15.0,1.5,0.0,protein
florida pompano cooked,20.8,10.7,0.0,protein
snapper raw,44.7,2.9,0.0,protein
fish sandwich,22.6,27.4,58.7,carbs
haddock raw,31.5,0.9,0.0,protein
ocean perch raw,9.8,1.0,0.0,protein
cuttlefish cooked,9.2,0.4,0.5,protein
cod cooked,41.1,1.5,0.0,protein
seatrout raw,39.8,8.6,0.0,protein
flounder raw,20.2,3.1,0.0,protein
spot cooked,11.9,3.1,0.0,protein
walleye pike cooked,30.4,1.9,0.0,protein
perch raw,11.6,0.6,0.0,protein
pumpkin seed sunfish raw,9.3,0.3,0.0,protein
salt mackerel,25.2,34.1,0.0,fat
mackerel cooked,21.0,15.7,0.0,protein
tilapia cooked,22.8,2.3,0.0,protein
drum raw,34.7,9.8,0.0,protein
atlantic croaker fried,15.8,11.0,6.6,protein
pumpkin seed sunfish cooked,9.2,0.3,0.0,protein
wolffish raw,53.6,7.3,0.0,protein
bluefin tuna cooked,44.9,9.4,0.0,protein
scup cooked,12.1,1.8,0.0,protein
herring cooked,32.9,16.6,0.0,protein
bluefish raw,30.1,6.4,0.0,protein
sheepshead cooked,48.4,3.0,0.0,protein
bass cooked,15.0,2.9,0.0,protein
pout cooked,58.4,3.2,0.0,protein
chinook salmon raw,78.9,41.3,0.0,protein
rockfish raw,35.1,2.6,0.0,protein
tilefish raw,67.6,8.9,0.0,protein
scup raw,31.3,4.5,0.0,protein
sablefish cooked,51.9,59.3,0.0,fat
tuna salad,32.9,19.0,19.3,protein
coho salmon cooked,34.7,11.8,0.0,protein
roe raw,3.1,0.9,0.2,protein
sea bass raw,23.8,2.6,0.0,protein
pink salmon cooked,56.0,12.0,0.0,protein
sockeye salmon cooked,82.1,17.3,0.0,protein
whitefish raw,37.8,11.6,0.0,protein
greenland halibut cooked,58.6,56.4,0.0,protein
northern pike cooked,76.5,2.7,0.0,protein
salmon raw,80.9,53.1,0.0,protein
turbot cooked,65.4,12.0,0.0,protein
surimi,4.3,0.3,1.9,protein
chinook salmon cooked,79.2,41.2,0.0,protein
mullet cooked,23.1,4.5,0.0,protein
chum salmon raw,0.6,0.1,0.0,protein
butterfish raw,5.5,2.6,0.0,protein
sea bass cooked,23.9,2.6,0.0,protein
greenland halibut raw,58.6,56.5,0.0,protein
halibut raw,75.7,5.4,0.0,protein
sturgeon cooked,28.2,7.0,0.0,protein
fish fillet fried,13.3,11.2,15.4,carbs
rainbow trout raw,15.8,4.9,0.0,protein
pout raw,58.6,3.2,0.0,protein
rainbow smelt cooked,6.4,0.9,0.0,protein
monkfish raw,4.1,0.4,0.0,protein
trout raw,16.4,5.2,0.0,protein
shark raw,5.9,1.3,0.0,protein
burbot raw,22.4,0.9,0.0,protein
dolphinfish cooked,37.7,1.4,0.0,protein
crayfish cooked,5.0,0.4,0.0,protein
dolphinfish raw,37.7,1.4,0.0,protein
perch cooked,11.4,0.5,0.0,protein
cusk raw,23.2,0.8,0.0,protein
bluefin tuna raw,6.6,1.4,0.0,protein
milkfish cooked,7.4,2.4,0.0,protein
carp raw,38.9,12.2,0.0,protein
sturgeon raw,4.6,1.1,0.0,protein
orange roughy raw,4.6,0.2,0.0,protein
catfish fried,15.7,11.6,7.0,protein
cuttlefish raw,4.6,0.2,0.2,protein
bass raw,14.9,2.9,0.0,protein
flounder cooked,19.4,3.0,0.0,protein
milkfish raw,5.8,1.9,0.0,protein
eel raw,37.6,23.8,0.0,protein
catfish raw,24.2,9.4,0.0,protein
fish sticks,3.1,4.5,6.1,carbs
coho salmon raw,33.8,12.2,0.0,protein
monkfish cooked,5.3,0.6,0.0,protein
yellowtail cooked,86.6,19.6,0.0,protein
yellowfin tuna cooked,8.2,0.2,0.0,protein
ling cooked,36.8,1.2,0.0,protein
eel cooked,6.7,4.2,0.0,protein
sablefish raw,51.8,59.1,0.0,fat
salmon nuggets,3.6,3.3,4.0,carbs
yellowtail raw,86.5,19.6,0.0,protein
butterfish cooked,5.5,2.6,0.0,protein
caviar,3.9,2.9,0.6,protein
pollock raw,75.0,3.8,0.0,protein
catfish cooked,26.4,10.3,0.0,protein
whiting raw,16.8,1.2,0.0,protein
pink salmon raw,65.2,14.0,0.0,protein
yellowfin tuna raw,6.9,0.1,0.0,protein
mackerel raw,20.8,15.6,0.0,protein
turbot raw,65.5,12.0,0.0,protein
cusk cooked,23.1,0.8,0.0,protein
atlantic croaker raw,14.0,2.5,0.0,protein
sucker cooked,26.6,3.7,0.0,protein
spot raw,11.8,3.1,0.0,protein
drum cooked,34.6,9.7,0.0,protein
crayfish raw,0.6,0.05,0.0,protein
tilefish cooked,73.5,14.1,0.0,protein
bluefish cooked,30.1,6.4,0.0,protein
grouper cooked,50.2,2.6,0.0,protein
sheepshead raw,48.1,5.7,0.0,protein
herring kippered,9.8,4.9,0.0,protein
grouper raw,50.2,2.6,0.0,protein
ocean perch cooked,9.3,0.9,0.0,protein
ling raw,36.7,1.2,0.0,protein
lingcod cooked,68.4,4.1,0.0,protein
florida pompano raw,20.7,10.6,0.0,protein
rockfish cooked,33.1,2.4,0.0,protein
seatrout cooked,39.9,8.6,0.0,protein
sockeye salmon raw,84.4,22.2,0.0,protein
swordfish cooked,24.9,8.4,0.0,protein
american shad raw,31.2,25.3,0.0,protein
sardine canned in oil,36.7,17.1,0.0,protein
anchovy canned in oil,1.2,0.4,0.0,protein
salmon canned,79.1,20.3,0.0,protein
sardines in tomato sauce canned,18.6,9.3,0.5,protein
sockeye salmon canned,79.5,24.9,0.0,protein
tuna canned,18.9,2.4,0.0,protein
pink salmon canned,80.9,20.4,0.0,protein
cod canned,71.0,2.7,0.0,protein
eastern oyster canned,11.4,4.0,6.3,protein
chum salmon canned,79.1,20.3,0.0,protein
tuna canned in oil,47.2,14.4,0.0,protein
wild pink salmon oceans,0.0,16.0,0.0,fat
shrimp canned,26.1,1.7,0.0,protein
alaska king crab raw,31.5,1.0,0.0,protein
scallops fried,2.6,3.2,6.4,carbs
shrimp cooked,1.3,0.09,0.01,protein
clams fried,1.3,1.0,1.0,protein
alaska king crab cooked,25.9,2.1,0.0,protein
scallops cooked,2.1,0.06,0.5,protein
squid fried,14.4,6.0,6.2,protein
oyster raw,4.7,1.2,2.5,protein
abalone,14.5,0.6,5.1,protein
queen crab raw,5.2,0.3,0.0,protein
whelk cooked,13.5,0.2,4.4,protein
oyster cooked,4.7,1.2,2.5,protein
eastern oyster cooked,0.7,0.2,0.7,protein
blue mussels cooked,47.6,9.0,14.8,protein
octopus raw,4.2,0.3,0.6,protein
spiny lobster cooked,43.0,3.2,5.1,protein
blue mussels raw,17.9,3.4,5.5,protein
queen crab cooked,20.2,1.3,0.0,protein
dungeness crab cooked,28.3,1.6,1.2,protein
dungeness crab raw,28.4,1.6,1.2,protein
shrimp fried,1.3,3.2,4.8,carbs
shrimp raw,0.7,0.02,0.04,protein
blue crab cooked,15.2,0.6,0.0,protein
shrimp imitation,3.5,0.4,2.6,protein
conch baked,33.4,1.5,2.2,protein
squid raw,4.4,0.4,0.9,protein
scallop raw,1.8,0.09,0.5,protein
lobster raw,24.8,1.1,0.0,protein
scallop imitation,3.6,0.1,3.0,protein
blue crab raw,3.8,0.2,0.02,protein
whelk raw,6.7,0.1,2.2,protein
spiny lobster raw,43.1,3.2,5.1,protein
clams canned,38.8,2.5,9.4,protein
lobster cooked,28.5,1.3,0.0,protein
eastern oyster fried,1.3,1.8,1.7,fat
clams raw,33.3,2.2,8.1,protein
octopus cooked,25.3,1.8,3.7,protein
eastern oyster raw,0.7,0.2,0.8,carbs
oyster fried,2.1,3.0,6.7,carbs
sturgeon smoked,8.8,1.2,0.0,protein
chinook salmon smoked,24.9,5.9,0.0,protein
cisco smoked,4.6,3.4,0.0,protein
haddock smoked,7.1,0.3,0.0,protein
whitefish smoked,31.8,1.3,0.0,protein
red salmon sockeye filets smoked,65.5,12.3,0.0,protein
nectarine,1.6,0.5,15.8,carbs
kiwifruit gold,0.8,0.2,12.8,carbs
prickly pear raw,0.0,0.07,1.9,carbs
pineapple,0.5,0.1,11.8,carbs
rowan,5.2,4.6,54.5,carbs
muscadine grapes,0.01,0.06,0.8,carbs
heidelbeeren jutro,0.0,0.2,0.4,carbs
prunes stewed,3.4,0.7,83.2,carbs
tangerine,0.6,0.2,10.1,carbs
prunes,2.6,0.5,62.3,carbs
lemon peel,0.03,0.0,0.3,carbs
banana,1.6,0.5,34.3,carbs
raspberries,0.1,0.03,1.2,carbs
apricot,0.5,0.1,3.9,carbs
strawberry guava,0.01,0.01,1.0,carbs
kiwifruit green,0.8,0.4,10.1,carbs
figs,0.4,0.2,9.6,carbs
clementine,0.6,0.1,8.9,carbs
orange,1.7,0.2,21.6,carbs
bartlett pear,0.7,0.3,26.6,carbs
red white currants,1.6,0.2,15.5,carbs
blueberries,1.1,0.5,21.4,carbs
mulberries,0.2,0.05,1.5,carbs
java plum,0.03,0.03,0.5,carbs
prune puree,0.4,0.02,11.7,carbs
applesauce,0.4,0.2,27.5,carbs
blackberries raw,2.0,0.7,13.8,carbs
plum,0.5,0.2,7.5,carbs
american grapes,0.04,0.09,0.4,carbs
peach,1.4,0.4,14.3,carbs
honeydew melon,1.0,0.2,16.1,carbs
yellow plantain fried,2.4,12.7,68.9,carbs
rose hips,2.0,0.4,48.5,carbs
lemons,0.6,0.2,5.4,carbs
lime,0.5,0.1,7.1,carbs
pomegranate,2.4,1.6,26.4,carbs
gooseberries,1.3,0.9,15.3,carbs
asian pear,0.6,0.3,13.0,carbs
abiyuch,3.4,0.2,40.1,carbs
horned melon kiwano,3.7,2.6,15.8,carbs
fruit walnut salad mcdonalds,4.8,13.3,43.8,carbs
grapefruit,1.0,0.2,13.3,carbs
japanese persimmon,1.0,0.3,31.2,carbs
wild raspberries,1.5,0.4,18.0,carbs
pink lady apple,0.1,0.1,3.9,carbs
maraschino cherries,0.06,0.08,2.1,carbs
black currants,1.6,0.5,17.2,carbs
plantain cooked,1.2,0.3,48.0,carbs
crab apple,0.4,0.3,21.9,carbs
pom potes materne,0.0,0.2,0.2,fat
apple,0.5,0.3,25.1,carbs
cantaloupe melon,1.5,0.3,14.4,carbs
prickly pear cooked,0.09,0.04,1.6,carbs
guava,1.4,0.5,7.9,carbs
strawberries,0.01,0.07,0.9,carbs
japanese persimmon dried,0.5,0.2,25.0,carbs
watermelon,1.7,0.4,21.6,carbs
elderberries,1.0,0.7,26.7,carbs
kumquat,0.4,0.2,3.0,carbs
orange peel,0.09,0.02,1.5,carbs
pokeberry shoots cooked,3.8,0.7,5.1,carbs
breadfruit,2.4,0.5,59.7,carbs
pear,0.6,0.2,27.1,carbs
sour cherries,1.0,0.3,12.5,carbs
plantain raw,2.3,0.6,57.1,carbs
blackberries frozen,1.8,0.6,23.7,carbs
cherries,0.07,0.06,1.3,carbs
plantain fried,0.02,0.6,2.6,carbs
carambola starfruit,0.9,0.3,5.7,carbs
chayote cooked,1.0,0.8,7.2,carbs
apple dippers mcdonalds,0.0,0.0,8.2,carbs
white grapefruit,1.6,0.2,19.8,carbs
cherimoya,3.7,1.6,41.6,carbs
melon balls,1.5,0.4,13.7,carbs
golden delicious apple,0.3,0.2,14.8,carbs
pokeberry shoots raw,4.2,0.6,5.9,carbs
cranberries,0.2,0.01,5.4,carbs
quince,0.4,0.01,14.1,carbs
chayote raw,1.1,0.2,6.0,carbs
orange with peel,2.1,0.5,24.6,carbs
chokecherries,4.7,2.6,51.8,carbs
mango,2.8,1.3,50.3,carbs
wild plum,0.7,0.3,35.3,carbs
jeijoa,1.7,1.0,37.0,carbs
groundcherries,2.7,1.0,15.7,carbs
pesca,0.0,0.1,0.0,fat
persimmon,0.2,0.1,8.4,carbs
grapes,0.04,0.04,0.9,carbs
rambutan canned,1.4,0.4,44.7,carbs
figs canned,0.1,0.04,3.8,carbs
prunes canned,2.0,0.5,65.1,carbs
pineapples canned,0.2,0.05,7.4,carbs
prune plums canned,0.2,0.08,7.0,carbs
tangerines canned,1.5,0.1,23.8,carbs
fruit cocktail canned,1.1,0.05,28.1,carbs
sour cherries canned,1.9,0.3,48.6,carbs
mangosteen canned,0.8,1.1,35.1,carbs
apricot juice,1.5,0.07,30.1,carbs
strawberries canned,1.4,0.7,59.8,carbs
peach canned,1.6,0.09,28.9,carbs
fruit salad canned,1.3,0.01,32.5,carbs
gooseberries canned,1.6,0.5,47.3,carbs
grapefruit canned,1.4,0.2,22.3,carbs
pear canned,0.3,0.0,9.8,carbs
raspberries canned,2.1,0.3,59.8,carbs
papaya canned,0.0,0.2,21.8,carbs
grapes canned,1.2,0.3,25.2,carbs
apple dried,0.6,0.2,39.1,carbs
peach dried,3.0,0.6,50.8,carbs
plantain chips,0.6,8.4,18.1,carbs
golden raisins,5.6,0.8,131.2,carbs
raisins seeded,4.2,0.9,129.5,carbs
zante currants dried,5.9,0.4,106.7,carbs
pear dried,0.7,0.2,25.1,carbs
raisins,1.0,0.06,23.8,carbs
prune plums dried,2.7,0.5,81.5,carbs
cranberries dried,0.05,1.6,98.8,carbs
figs dried,0.3,0.01,5.4,carbs
longans dried,0.03,0.09,1.3,carbs
banana chips,0.7,9.5,16.5,carbs
lychee dried,0.01,0.0,1.8,carbs
apricot dried,0.2,0.02,4.4,carbs
longan,0.01,0.08,0.5,carbs
mamey sapote,2.5,0.8,56.2,carbs
waxgourd cooked,0.7,0.4,4.3,carbs
jackfruit,0.6,0.2,8.1,carbs
loquats,0.09,0.07,2.4,carbs
mammy apple mamey,4.2,4.2,105.8,carbs
nance,0.7,1.3,19.0,carbs
coconut whole coconut,0.0,71.5,0.0,fat
prickly pear,0.8,0.5,9.9,carbs
lychee,0.02,0.02,1.6,carbs
naranjilla lulo pulp,0.5,0.3,7.1,carbs
coconut meat dried,1.9,18.3,6.7,fat
waxgourd raw,0.5,0.3,4.0,carbs
surinam cherry pitanga,0.04,0.06,0.5,carbs
passion fruit,0.4,0.1,4.2,carbs
sapodilla,0.7,1.9,33.9,carbs
pummelo,1.0,0.06,12.0,carbs
coconut meat,13.2,133.0,60.5,fat
soursop,2.3,0.7,37.9,carbs
papaya,0.7,0.4,15.7,carbs
acerola cherry,0.08,0.05,0.4,carbs
ohelo berries,0.5,0.3,9.6,carbs
loganberries,2.2,0.5,19.1,carbs
casaba melon,1.9,0.2,11.2,carbs
durian,0.5,1.9,9.5,carbs
coriander leaves raw,0.3,0.09,0.6,carbs
garden cress raw,0.2,0.06,0.5,carbs
pasilla peppers dried,0.9,1.1,3.6,carbs
parsley dried,0.1,0.1,0.3,carbs
ancho pepper dried,2.0,1.4,8.7,carbs
coriander seeds,0.2,0.3,1.0,carbs
dill weed dried,20.0,4.4,55.8,carbs
borage,1.6,0.6,2.7,carbs
epazote,0.06,0.06,0.09,carbs
chives dried,0.01,0.06,0.1,carbs
thyme fresh,0.09,0.07,0.2,carbs
butterbur,0.1,0.2,0.5,carbs
wasabi root,6.2,0.8,30.6,carbs
rosemary dried,0.08,0.2,0.8,carbs
ginger root,0.07,0.03,0.4,carbs
white pepper,0.2,0.0,1.6,carbs
cloves ground,0.1,0.3,1.4,carbs
paprika,1.0,0.9,3.7,carbs
mace ground,0.4,1.7,2.7,carbs
bay leaf,0.09,0.04,0.4,carbs
eppaw,4.6,1.8,31.7,carbs
tarragon dried,0.1,0.05,0.3,carbs
ginger ground,0.2,0.04,1.3,carbs
savory ground,0.07,0.03,1.0,carbs
black pepper,0.2,0.01,1.5,carbs
spearmint fresh,0.2,0.09,0.5,carbs
poultry seasoning,0.4,0.3,2.9,carbs
nutmeg ground,0.1,0.8,1.1,carbs
curry powder,0.8,0.9,3.7,carbs
peppermint,0.04,0.0,0.2,carbs
salt,0.0,0.0,0.0,protein
coriander leaves dried,0.1,0.1,0.3,carbs
sage ground,0.06,0.05,0.4,carbs
garlic powder,0.5,0.03,2.3,carbs
dill weed fresh,0.3,0.06,0.6,carbs
cardamom,0.2,0.1,1.4,carbs
saffron,0.07,0.09,0.5,carbs
allspice ground,0.1,0.2,1.4,carbs
parsley fresh,0.1,0.08,0.2,carbs
oregano dried,9.0,4.3,68.9,carbs
marjoram dried,0.2,0.1,1.0,carbs
chives raw,0.03,0.09,0.1,carbs
fireweed leaves,1.1,0.6,4.4,carbs
rosemary fresh,0.0,0.1,0.1,fat
garlic,0.2,0.03,0.9,carbs
cinnamon ground,0.1,0.04,2.1,carbs
chervil dried,0.4,0.0,0.9,carbs
cayenne pepper,0.04,0.09,0.2,carbs
turmeric ground,0.2,0.2,1.4,carbs
mustard,0.2,0.2,0.3,carbs
chili powder,0.4,0.4,1.3,carbs
thyme dried,9.1,7.4,63.9,carbs
spearmint dried,0.09,0.02,0.3,carbs
basil dried,0.2,0.03,0.3,carbs
dandelion greens cooked,2.1,0.6,6.7,carbs
basil fresh,0.2,0.09,0.2,protein
dock,2.7,0.9,4.3,carbs
garden cress cooked,2.6,0.8,5.1,carbs
onion powder,0.2,0.02,1.9,carbs
dandelion greens raw,1.5,0.4,5.1,carbs
yokan,0.5,0.02,8.5,carbs
fava beans cooked,12.9,0.7,33.4,carbs
french beans raw,34.6,3.7,118.0,carbs
chickpeas canned,17.8,7.0,57.0,carbs
yellow beans cooked,16.2,1.9,44.7,carbs
mung beans cooked,14.2,0.8,38.7,carbs
white beans canned,19.0,0.8,55.5,carbs
pink beans cooked,15.3,0.8,47.2,carbs
pink beans raw,44.0,2.4,134.8,carbs
navy beans raw,46.4,3.1,126.4,carbs
snap beans cooked,2.4,0.4,9.9,carbs
black eyed cowpeas raw,4.3,0.5,27.3,carbs
edamame cooked,18.5,8.1,13.8,protein
black eyed cowpeas cooked,5.2,0.6,33.5,carbs
hyacinth beans cooked,15.8,1.1,40.2,carbs
cowpeas canned,11.4,1.3,32.7,carbs
pinto beans cooked,15.4,1.1,44.8,carbs
winged beans cooked,18.3,10.0,25.7,carbs
pinto beans raw,41.3,2.4,120.7,carbs
black turtle beans raw,39.1,1.7,116.4,carbs
fava beans raw,39.2,2.3,87.4,carbs
lima beans canned,11.9,0.4,35.9,carbs
hyacinth beans raw,50.2,3.5,127.6,carbs
white beans raw,47.2,1.7,121.7,carbs
snap beans canned,3.5,0.4,15.4,carbs
navy beans canned,19.7,1.1,53.6,carbs
mung beans raw,49.4,2.4,129.6,carbs
adzuki beans raw,39.1,1.0,123.9,carbs
black turtle beans cooked,15.1,0.6,45.0,carbs
pink lentils raw,47.9,4.2,113.6,carbs
yellow beans raw,43.1,5.1,119.0,carbs
white beans cooked,17.4,0.6,44.9,carbs
lentils raw,49.5,2.0,115.4,carbs
cranberry beans cooked,16.5,0.8,43.3,carbs
chickpeas raw,38.6,12.1,121.3,carbs
lentils cooked,17.9,0.8,39.9,carbs
baked beans canned,12.1,0.9,53.7,carbs
cranberry beans canned,14.4,0.7,39.3,carbs
black beans cooked,15.2,0.9,40.8,carbs
lima beans cooked,14.7,0.7,39.3,carbs
mungo beans raw,52.2,3.4,122.1,carbs
pigeon peas raw,44.5,3.1,128.7,carbs
fava beans canned,14.0,0.6,31.8,carbs
